id_reference;fournisseur;indice_client;autonomie_matiere;autonomie_quincaillerie;quantite_FAI;type_cycle;cycle_fil_rouge_1ere_commande;cycle_fil_rouge_recommande;NRC_fil_rouge_total;RC_fil_rouge;cycle_standard_1ere_commande;cycle_standard_recommande;NRC_standard_total;RC_standard;devise;date_affectation
24206;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,036805278;0,014187134;0,000981273;0,001056755;0,029257026;0,01091318;devise_2;29/01/2016
23537;fournisseur_12;A01;TRUE;FALSE;5;Speedshop;45;50;0,036805278;0,015475047;0,000830308;0,00090579;0,029257026;0,013873258;devise_2;03/10/2015
24207;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,036805278;0,014187134;0,000981273;0,001056755;0,029257026;0,01091318;devise_2;29/01/2016
15791;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;30;30;0,02232773;0,024180677;0,000528378;0,000679343;0,02232773;0,019485662;devise_2;31/01/2014
15792;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;30;30;0,02232773;0,024180677;0,000528378;0,000679343;0,02232773;0,019485662;devise_2;31/01/2014
23539;fournisseur_12;A01;TRUE;FALSE;5;Speedshop;45;50;0,036805278;0,015475047;0,000830308;0,00090579;0,029257026;0,013873258;devise_2;04/10/2015
24804;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,036805278;0,014187134;0,000981273;0,001056755;0,029257026;0,01091318;devise_2;29/01/2016
23540;fournisseur_12;A01;TRUE;FALSE;5;Speedshop;45;50;0,036805278;0,015475047;0,000830308;0,00090579;0,029257026;0,013873258;devise_2;05/10/2015
24805;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,036805278;0,014187134;0,000981273;0,001056755;0,029257026;0,01091318;devise_2;29/01/2016
15793;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;30;30;0,02232773;0,024180677;0,000528378;0,000679343;0,02232773;0,019485662;devise_2;31/01/2014
24272;fournisseur_12;A01;TRUE;FALSE;5;Standard;55;60;0,035295627;0,010642541;0,000981273;0,001056755;0,024728074;0,008478495;devise_2;28/10/2015
29797;fournisseur_15;A00;TRUE;FALSE;5;Standard;55;60;0,032146496;0,014461837;0,000981273;0,001056755;0,024728074;0,011104667;devise_2;07/04/2016
37549;fournisseur_15;A00;TRUE;FALSE;1;Speedshop;57;62;0,029055487;0,014461837;0,001011466;0,001086948;0,011104667;0,011104667;devise_2;04/10/2016
24806;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,036050453;0,001364508;0,000981273;0,001056755;0,024728074;0,000755023;devise_2;28/10/2015
24807;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,036050453;0,001364508;0,000981273;0,001056755;0,024728074;0,000755023;devise_2;28/10/2015
16312;fournisseur_21;A00;FALSE;FALSE;2;Speedshop;10;10;;;0,000543474;0,000543474;;;devise_2;21/05/2014
16313;fournisseur_21;A00;FALSE;FALSE;2;Speedshop;10;10;;;0,000543474;0,000543474;;;devise_2;21/05/2014
26717;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,031491308;0,004719605;0,000981273;0,001056755;0,020923755;0,003452953;devise_2;14/12/2015
15794;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;30;30;0,02232773;0,024180677;0,000528378;0,000679343;0,02232773;0,019485662;devise_2;31/01/2014
15795;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;30;30;0,02232773;0,024180677;0,000528378;0,000679343;0,02232773;0,019485662;devise_2;31/01/2014
23777;fournisseur_12;-;TRUE;FALSE;1;Standard;NA;NA;;;;;0;0,023967364;devise_2;17/07/2015
23541;fournisseur_12;A01;TRUE;FALSE;5;Speedshop;45;50;0,036805278;0,015475047;0,000830308;0,00090579;0,029257026;0,013873258;devise_2;06/10/2015
24808;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,036805278;0,014187134;0,000981273;0,001056755;0,029257026;0,01091318;devise_2;29/01/2016
23542;fournisseur_12;A01;TRUE;FALSE;5;Speedshop;45;50;0,036805278;0,015475047;0,000830308;0,00090579;0,029257026;0,013873258;devise_2;07/10/2015
24809;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,036805278;0,014187134;0,000981273;0,001056755;0,029257026;0,01091318;devise_2;29/01/2016
30084;fournisseur_12;A00;TRUE;FALSE;5;Standard;57;62;0,045138548;0,004785221;0,001011466;0,001086948;0,03260845;0,002905256;devise_2;14/04/2016
15716;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;51;41;0,060114281;0,009431541;0,001162431;0,001147334;0,060114281;0,004736528;devise_2;27/12/2013
29889;fournisseur_12;A00;TRUE;FALSE;5;Standard;57;62;0,045138548;0,006548369;0,001011466;0,001086948;0,03260845;0,00433129;devise_2;04/04/2016
16503;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;35;35;0,060114281;0,008414188;0,000920887;0,001056755;0,060114281;0,003719175;devise_2;27/12/2013
31144;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,045138548;0,00629983;0,000981273;0,001056755;0,03260845;0,003870672;devise_2;06/05/2016
30439;fournisseur_2;A00;TRUE;FALSE;5;Standard;25;20;0;0,068403016;0,000679343;0,00060386;0,044098399;0,05370204;devise_2;11/05/2016
19241;fournisseur_17;B00;FALSE;FALSE;5;Speedshop;30;25;0,015624882;0,00988821;0,000679343;0,00060386;0,013586854;0,006944392;devise_2;00/01/1900
22501;fournisseur_2;-;TRUE;TRUE;1;Standard;25;20;0;0;0,000679343;0,00060386;;0,004211925;devise_2;29/05/2015
19242;fournisseur_17;B00;FALSE;FALSE;5;Speedshop;30;25;0,015624882;0,00988821;0,000679343;0,00060386;0,013586854;0,006944392;devise_2;00/01/1900
22502;fournisseur_2;-;TRUE;TRUE;1;Standard;25;20;0;0;0,000679343;0,00060386;;0,004211925;devise_2;29/05/2015
26364;fournisseur_2;A00;TRUE;FALSE;5;Standard;25;20;0,018419396;0,004290125;0,000679343;0,00060386;0,014168824;0,00306293;devise_2;11/03/2016
35564;fournisseur_2;A00;TRUE;FALSE;5;Speedshop;25;20;0,018419396;0,004290125;0,000679343;0,00060386;0,014168824;0,00306293;devise_2;19/07/2016
16159;fournisseur_11;A00;FALSE;FALSE;10;Speedshop;22;-;0,023309003;0,003516429;0,000528378;;0,015534303;0,002012515;devise_2;02/04/2014
16160;fournisseur_11;A00;FALSE;FALSE;20;Speedshop;22;-;0,023309003;0,003516429;0,000528378;;0,015534303;0,002012515;devise_2;02/04/2014
27224;fournisseur_13;A00;TRUE;FALSE;5;Standard;70;50;0,039648094;0,003289384;0,001876833;0,001407625;0,019824047;0,00160915;devise_1;21/01/2016
27224;fournisseur_13;A00;TRUE;FALSE;5;Standard;37;25;0,039648094;0,003289456;0,001102639;0,000821114;0,017853372;0,001585764;devise_1;03/05/2016
16022;fournisseur_11;A00;FALSE;FALSE;5;Speedshop;28;28;0,021874835;0,00126086;0,000528378;0,000528378;0,014583223;0,000661378;devise_2;20/03/2014
15649;fournisseur_9;A00;FALSE;FALSE;5;Speedshop;20;20;0,015543361;0,016274938;0,000754825;0,000754825;0,010362241;0,010849858;devise_2;31/01/2014
15650;fournisseur_9;A00;FALSE;FALSE;5;Speedshop;20;20;0,015543361;0,016274938;0,000754825;0,000754825;0,010362241;0,010849858;devise_2;31/01/2014
30611;fournisseur_12;A00;TRUE;FALSE;50;Standard;50;55;0,035854198;0,001746871;0,00090579;0,000981273;0,024057789;0,001061371;devise_2;29/04/2016
30612;fournisseur_12;A00;TRUE;FALSE;50;Standard;50;55;0,035854198;0,001746871;0,00090579;0,000981273;0,024057789;0,001061371;devise_2;29/04/2016
16829;fournisseur_9;A00;FALSE;FALSE;3;Standard;25;25;0,007010817;0,00353077;0,000528378;0,000528378;0,004673878;0,002353847;devise_2;17/09/2014
29781;fournisseur_13;B00;TRUE;FALSE;10;Standard;37;30;0,018475073;0,00103931;0,001102639;0,000938416;0,011096774;0,000602886;devise_1;06/04/2016
15274;fournisseur_13;B00;FALSE;FALSE;5;Speedshop;32;38;0,023301455;0,002011005;0,000634053;0,000664246;0,015534303;0,001134049;devise_2;22/10/2014
29782;fournisseur_13;B00;TRUE;FALSE;10;Standard;37;30;0,018475073;0,00103931;0,001102639;0,000938416;0,011096774;0,000602886;devise_1;06/04/2016
15275;fournisseur_16;B00;FALSE;FALSE;5;Speedshop;20;20;0,007010817;0,00229316;0,000452895;0,000452895;0,004673878;0,001528823;devise_2;16/10/2014
15275;fournisseur_13;B00;TRUE;FALSE;10;Standard;37;25;0,018475073;0,00103931;0,001102639;0,000821114;0,011096774;0,000602886;devise_1;19/12/2016
15276;fournisseur_16;B00;FALSE;FALSE;5;Speedshop;20;20;0,007010817;0,002172574;0,000452895;0,000452895;0,004673878;0,001448359;devise_2;16/10/2014
15276;fournisseur_13;B00;TRUE;FALSE;5;Standard;37;30;0,018475073;0,00103931;0,001102639;0,000938416;0,011096774;0,000602886;devise_1;22/03/2016
31196;fournisseur_11;A00;FALSE;FALSE;3;Standard;19;19;0,023301455;0,002964199;0,000422702;0,000422702;0,015534303;0,001592983;devise_2;21/08/2014
31196;fournisseur_13;A;TRUE;FALSE;5;Standard;37;25;0;0,00103931;0,001102639;0,000821114;0;0,000602886;devise_1;15/04/2016
31197;fournisseur_11;A00;FALSE;FALSE;5;Speedshop;28;28;0,023309003;0,002214808;0,000528378;0,000528378;0,015534303;0,001234139;devise_2;19/06/2014
31197;fournisseur_13;A;TRUE;FALSE;5;Standard;37;25;0;0,00103931;0,001102639;0,000821114;0;0,000602886;devise_1;15/04/2016
38525;fournisseur_13;A00;TRUE;FALSE;10;Standard;37;25;0,018475073;0,001266614;0,001102639;0,000821114;0,011096774;0,000705798;devise_1;08/11/2016
38526;fournisseur_13;A00;TRUE;FALSE;10;Standard;37;25;0,018475073;0,001266614;0,001102639;0,000821114;0,011096774;0,000705798;devise_1;08/11/2016
40567;fournisseur_13;A00;TRUE;FALSE;10;Standard;37;25;0,018475073;0,001266614;0,001102639;0,000821114;0,011096774;0,000705798;devise_1;18/01/2017
40568;fournisseur_13;A00;TRUE;FALSE;10;Standard;37;25;0,018475073;0,001266614;0,001102639;0,000821114;0,011096774;0,000705798;devise_1;18/01/2017
22118;fournisseur_12;A00;TRUE;FALSE;10;Standard;50;55;0,035854198;0,001806301;0,00090579;0,000981273;0,024078925;0,001096507;devise_2;01/04/2016
35091;fournisseur_15;A00;TRUE;FALSE;10;Standard;50;55;0,032844332;0,001975902;0,00090579;0,000981273;0,021069059;0,001155564;devise_2;05/07/2016
22119;fournisseur_12;;TRUE;FALSE;10;Standard;50;55;0,035854198;0,001792866;0,00090579;0,000981273;0,024078925;0,001047896;devise_2;21/03/2016
35092;fournisseur_15;A00;TRUE;FALSE;10;Standard;50;55;0,032844332;0,001975902;0,00090579;0,000981273;0,021069059;0,001155564;devise_2;05/07/2016
39550;fournisseur_15;A00;TRUE;FALSE;20;Standard;50;55;0,032844332;0,002169837;0,00090579;0,000981273;0,021069059;0,001315601;devise_2;13/12/2016
39551;fournisseur_15;A00;TRUE;FALSE;20;Standard;50;55;0,032844332;0,002169837;0,00090579;0,000981273;0,021069059;0,001315601;devise_2;13/12/2016
17142;fournisseur_12;A00;FALSE;FALSE;10;Speedshop;30;35;0,060114281;0,007539091;0,000920887;0,001056755;0,060114281;0,00284403;devise_2;11/07/2014
16023;fournisseur_12;A00;FALSE;FALSE;10;Speedshop;51;42;0,060114281;0,008565064;0,001162431;0,001162431;0,060114281;0,003869989;devise_2;21/03/2014
16126;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;51;41;0,060114281;0,008793844;0,001162431;0,001147334;0,060114281;0,004098852;devise_2;01/04/2014
22082;fournisseur_13;-;TRUE;FALSE;1;Standard;36;N/A;0;0,001347514;0,00064915;;0;0,001347514;devise_2;26/05/2015
22083;fournisseur_13;-;TRUE;FALSE;1;Standard;36;N/A;0;0,001347514;0,00064915;;0;0,001347514;devise_2;26/05/2015
34502;fournisseur_13;A00;TRUE;FALSE;5;Standard;58;25;0,193216188;0,001394159;0,001923754;0,000821114;0,086967742;0,000643641;devise_1;20/06/2016
16217;fournisseur_11;A00;FALSE;FALSE;80;Speedshop;53;53;0,105728369;0,002171421;0,001192624;0,001192624;0,070485579;0,001131634;devise_2;27/03/2014
16218;fournisseur_11;A00;FALSE;FALSE;45;Speedshop;53;53;0,105728369;0,00220101;0,001192624;0,001192624;0,070485579;0,001146429;devise_2;27/03/2014
17240;fournisseur_11;A00;FALSE;FALSE;36;Speedshop;42;42;0,023309003;0,002509643;0,000996369;0,000996369;0,015534303;0,001347514;devise_2;30/06/2014
17241;fournisseur_11;A00;FALSE;FALSE;36;Speedshop;42;42;0,023309003;0,002509643;0,000996369;0,000996369;0,015534303;0,001347514;devise_2;30/06/2014
19677;fournisseur_10;A00;FALSE;FALSE;108;Speedshop;50;50;0,060386018;0,002645511;0,00120772;0,00120772;0,045289513;0,002645511;devise_2;09/05/2014
22448;fournisseur_16;-;TRUE;TRUE;18;Standard;NA;NA;;;;;0;0,001781388;devise_2;08/07/2015
34145;fournisseur_13;A00;TRUE;FALSE;10;Standard;37;25;0,193216188;0,002584868;0,001102639;0,000821114;0,086967742;0,001252561;devise_1;17/10/2016
19972;fournisseur_16;A00;FALSE;FALSE;36;Standard;20;20;0,051412655;0,000914642;0,000452895;0,000452895;0,034275104;0,000609748;devise_2;03/11/2014
15717;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;35;35;0,060114281;0,00774428;0,000920887;0,001056755;0,060114281;0,003049343;devise_2;27/12/2013
19292;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;20;20;0,019670745;0,009951012;0,000528378;0,000679343;0,019670745;0,005255999;devise_2;09/05/2014
19293;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;20;20;0,019670745;0,009951012;0,000528378;0,000679343;0,019670745;0,005255999;devise_2;09/05/2014
33785;fournisseur_12;A00;TRUE;FALSE;1;Standard;55;60;0,028875839;0,00170779;0,000981273;0,001056755;0,018308286;0,001193445;devise_2;10/06/2016
33786;fournisseur_12;A00;TRUE;FALSE;1;Standard;55;60;0,028875839;0,00170779;0,000981273;0,001056755;0,018308286;0,001193445;devise_2;10/06/2016
19294;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;20;20;0,019670745;0,009873265;0,000528378;0,000679343;0,019670745;0,005178252;devise_2;09/05/2014
19295;fournisseur_12;A00;FALSE;FALSE;2;Speedshop;20;20;0,019670745;0,009821182;0,000528378;0,000679343;0,019670745;0,005126169;devise_2;09/05/2014
19605;fournisseur_21;A00;FALSE;FALSE;2;-;10;10;;;0,000543474;0,000543474;;;devise_2;00/01/1900
19606;fournisseur_21;A00;FALSE;FALSE;2;-;10;10;;;0,000543474;0,000543474;;;devise_2;00/01/1900
32765;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,031491308;0,005664339;0,000981273;0,001056755;0,020923755;0,004239658;devise_2;27/05/2016
32766;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,031491308;0,005664339;0,000981273;0,001056755;0,020923755;0,004239658;devise_2;27/05/2016
19607;fournisseur_21;A00;FALSE;FALSE;2;-;10;10;;;0,000543474;0,000543474;;;devise_2;00/01/1900
19608;fournisseur_21;A00;FALSE;FALSE;2;-;10;10;;;0,000543474;0,000543474;;;devise_2;00/01/1900
15184;fournisseur_2;B00;FALSE;FALSE;5;Speedshop;30;25;0,016492931;0,009597603;0,000679343;0,00060386;0,014341679;0,006423563;devise_2;00/01/1900
15184;fournisseur_2;-;TRUE;TRUE;1;Standard;25;20;0;0;0,000679343;0,00060386;0;0,006114084;devise_2;29/05/2015
15185;fournisseur_2;B00;FALSE;FALSE;5;Speedshop;30;25;0,016492931;0,009597603;0,000679343;0,00060386;0,014341679;0,006423563;devise_2;00/01/1900
15185;fournisseur_2;-;TRUE;TRUE;1;Standard;25;20;0;0;0,000679343;0,00060386;0;0,006189567;devise_2;29/05/2015
19125;fournisseur_17;B00;FALSE;FALSE;5;Speedshop;30;25;0,01019014;0,020633147;0,000679343;0,00060386;0,033665205;0,015541851;devise_2;00/01/1900
19126;fournisseur_17;B00;FALSE;FALSE;5;Speedshop;30;25;0,01019014;0,020633147;0,000679343;0,00060386;0,033665205;0,015541851;devise_2;00/01/1900
29642;fournisseur_2;A00;TRUE;FALSE;5;Standard;25;20;0,022418309;0,018508314;0,000679343;0,00060386;0,017285498;0,014009556;devise_2;12/04/2016
29643;fournisseur_2;A00;TRUE;FALSE;5;Standard;25;20;0,022418309;0,018508314;0,000679343;0,00060386;0,017285498;0,014009556;devise_2;12/04/2016
29271;fournisseur_15;A00;TRUE;FALSE;5;Standard;85;95;0,077746998;0,041030532;0,001585133;0,001736098;0,059631192;0,035197953;devise_2;14/04/2016
29272;fournisseur_15;A00;TRUE;FALSE;5;Standard;85;95;0,077746998;0,041030532;0,001585133;0,001736098;0,059631192;0,035197953;devise_2;14/04/2016
35102;fournisseur_15;A00;TRUE;FALSE;5;Standard;85;95;0,070293099;0,041030532;0,001585133;0,001736098;0,052177293;0,035197953;devise_2;20/07/2016
35103;fournisseur_15;A00;TRUE;FALSE;5;Standard;85;95;0,070293099;0,041030532;0,001585133;0,001736098;0,052177293;0,035197953;devise_2;20/07/2016
15607;fournisseur_17;A00;FALSE;FALSE;3;Speedshop;25;20;0,047001608;0,02856938;0,000679343;0,00060386;0,047001608;0,020944135;devise_2;00/01/1900
22503;fournisseur_2;-;TRUE;TRUE;1;Standard;25;20;0;0;0,000679343;0,00060386;;0,011261086;devise_2;29/05/2015
15608;fournisseur_17;A00;FALSE;FALSE;3;Speedshop;25;20;0,047001658;0,02856938;0,000679343;0,00060386;0,047001658;0,020944135;devise_2;00/01/1900
22493;fournisseur_2;-;TRUE;TRUE;1;Standard;25;20;0;0;0,000679343;0,00060386;;0,019174976;devise_2;29/05/2015
31299;fournisseur_2;A00;TRUE;FALSE;5;Standard;25;20;0,04111533;0,018798469;0,000679343;0,00060386;0,031627177;0,014144821;devise_2;11/05/2016
31300;fournisseur_2;A00;TRUE;FALSE;5;Standard;25;20;0,04111533;0,018798469;0,000679343;0,00060386;0,031627177;0,014144821;devise_2;11/05/2016
31145;fournisseur_12;A00;TRUE;FALSE;5;Standard;85;95;0,077746998;0,041030532;0,001585133;0,001736098;0,059631192;0,035197953;devise_2;09/05/2016
31146;fournisseur_12;A00;TRUE;FALSE;5;Standard;85;95;0,077746998;0,041030532;0,001585133;0,001736098;0,059631192;0,035197953;devise_2;09/05/2016
15111;fournisseur_11;B00;FALSE;FALSE;5;Speedshop;36;-;0,019180109;0,001012372;;;0,012786739;0,000506186;devise_2;03/01/2014
15112;fournisseur_11;B00;FALSE;FALSE;5;Speedshop;36;-;0,019180109;0,001012372;;;0,012786739;0,000506186;devise_2;03/01/2014
19903;fournisseur_12;A00;FALSE;FALSE;6;Speedshop;36;41;0,056626988;0,010476954;0,001011466;0,001147334;0,056626988;0,005781961;devise_2;21/08/2014
19904;fournisseur_12;A00;FALSE;FALSE;6;Speedshop;36;41;0,056626988;0,010476954;0,001011466;0,001147334;0,056626988;0,005781961;devise_2;21/08/2014
31692;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,045138548;0,005379729;0,000981273;0,001056755;0,03260845;0,003306468;devise_2;10/05/2016
31693;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,045138548;0,005379729;0,000981273;0,001056755;0,03260845;0,003306468;devise_2;10/05/2016
15517;fournisseur_21;A00;FALSE;FALSE;2;Standard;30;30;;;0,000769922;0,000769922;;;devise_2;27/11/2013
15417;fournisseur_21;A00;FALSE;FALSE;2;-;-;-;;;;;;;devise_2;00/01/1900
15417;fournisseur_21;A00;FALSE;FALSE;2;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;27/01/2014
15518;fournisseur_21;A00;FALSE;FALSE;2;Standard;30;30;;;0,000769922;0,000769922;;;devise_2;27/11/2013
15418;fournisseur_21;A00;FALSE;FALSE;2;-;-;-;;;;;;;devise_2;00/01/1900
15418;fournisseur_21;A00;FALSE;FALSE;2;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;27/01/2014
20059;fournisseur_21;-;FALSE;FALSE;0;-;-;-;;;;;;;devise_2;27/11/2013
19829;fournisseur_21;A00;FALSE;FALSE;2;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;22/04/2014
20060;fournisseur_21;-;FALSE;FALSE;0;-;-;-;;;;;;;devise_2;27/11/2013
19830;fournisseur_21;A00;FALSE;FALSE;2;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;22/04/2014
22940;fournisseur_12;A00;TRUE;FALSE;5;Standard;50;55;0,037590296;0,007036055;0,00090579;0,000981273;0,028532393;0,005389987;devise_2;08/01/2016
36240;fournisseur_12;A00;TRUE;FALSE;1;Standard;55;60;0,0263434;0,008989408;0,000981273;0,001056755;0,006276462;0,024965844;devise_2;31/08/2016
22861;fournisseur_12;A00;TRUE;FALSE;5;Standard;50;55;0,037590296;0,007036055;0,00090579;0,000981273;0,028532393;0,005389987;devise_2;08/01/2016
36046;fournisseur_12;A00;TRUE;FALSE;1;Standard;55;60;0,0263434;0,008989408;0,000981273;0,001056755;0,006276462;0,024965844;devise_2;31/08/2016
15514;fournisseur_21;A00;FALSE;FALSE;2;Standard;30;30;;;0,000769922;0,000769922;;;devise_2;27/05/2014
16398;fournisseur_21;A00;FALSE;FALSE;3;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;03/06/2014
15526;fournisseur_21;A00;FALSE;FALSE;2;Standard;30;30;;;0,000769922;0,000769922;;;devise_2;30/05/2014
16399;fournisseur_21;A00;FALSE;FALSE;3;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;06/06/2014
15498;fournisseur_21;A00;FALSE;FALSE;2;Standard;30;30;;;0,000769922;0,000769922;;;devise_2;23/05/2014
19535;fournisseur_21;A00;FALSE;FALSE;2;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;17/02/2014
15499;fournisseur_21;A00;FALSE;FALSE;2;Standard;30;30;;;0,000769922;0,000769922;;;devise_2;27/11/2013
19536;fournisseur_21;A00;FALSE;FALSE;8;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;17/02/2014
15263;fournisseur_21;B00;FALSE;FALSE;3;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;09/07/2014
15264;fournisseur_21;B00;FALSE;FALSE;12;Speedshop;30;30;;;0,000769922;0,000769922;;;devise_2;09/07/2014
17641;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;35;35;0,048912674;0,019863226;0,000679343;0,000679343;0,048912674;0,012314973;devise_2;03/10/2014
17642;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;35;35;0,048912674;0,019863226;0,000679343;0,000679343;0,048912674;0,012314973;devise_2;03/10/2014
37853;fournisseur_15;A00;TRUE;FALSE;5;Standard;57;62;0,041062492;0,005360169;0,001011466;0,001086948;0,028532393;0,003335988;devise_2;19/10/2016
37854;fournisseur_15;A00;TRUE;FALSE;5;Standard;57;62;0,041062492;0,005360169;0,001011466;0,001086948;0,028532393;0,003335988;devise_2;19/10/2016
26653;fournisseur_12;A00;TRUE;FALSE;5;Standard;50;55;0,028759143;0,000950704;0,00090579;0,000981273;0,016681939;0,000706395;devise_2;26/01/2016
37063;fournisseur_13;D00;TRUE;FALSE;5;Standard;37;25;0,018475073;0,001180262;0,001102639;0,000821114;0,011096774;0,000620957;devise_1;15/09/2016
16731;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;19;19;0,023309003;0,000788551;0,000422702;0,000422702;0,015534303;0,000408813;devise_2;16/05/2014
37064;fournisseur_13;D00;TRUE;FALSE;5;Standard;37;25;0,018475073;0,001180262;0,001102639;0,000821114;0,011096774;0,000620957;devise_1;15/09/2016
16732;fournisseur_11;A00;FALSE;FALSE;6;Speedshop;19;19;0,023309003;0,000807572;0,000422702;0,000422702;0,015534303;0,000418324;devise_2;16/05/2014
34994;fournisseur_11;A00;FALSE;FALSE;138;Speedshop;19;19;0,023309003;0,000325934;0,000422702;0,000422702;0,015534303;0,000201689;devise_2;16/05/2014
34994;fournisseur_9;A00;FALSE;FALSE;138;Speedshop;25;20;0,006134465;0,00016889;0,00060386;0,000528378;0,004089643;0,00011262;devise_2;18/07/2014
39521;fournisseur_11;A00;FALSE;FALSE;138;Speedshop;19;19;0,023309003;0,000360354;0,000422702;0,000422702;0,015534303;0,000200331;devise_2;16/05/2014
17029;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;30;30;0,019670745;0,009931651;0,000528378;0,000679343;0,019670745;0,005236675;devise_2;27/06/2014
17030;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;30;30;0,019670745;0,009931651;0,000528378;0,000679343;0,019670745;0,005236675;devise_2;27/06/2014
31301;fournisseur_12;A00;TRUE;FALSE;5;Standard;50;55;0,035854198;0,002438799;0,00090579;0,000981273;0,024057789;0,001497004;devise_2;04/05/2016
31302;fournisseur_12;A00;TRUE;FALSE;5;Standard;50;55;0,035854198;0,002438799;0,00090579;0,000981273;0,024057789;0,001497004;devise_2;04/05/2016
17031;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;30;30;0,019670745;0,009931651;0,000528378;0,000679343;0,019670745;0,005236675;devise_2;27/06/2014
17032;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;30;30;0,019670745;0,009931651;0,000528378;0,000679343;0,019670745;0,005236675;devise_2;27/06/2014
29252;fournisseur_12;A00;TRUE;FALSE;5;Standard;57;62;0,045138548;0,003362068;0,001011466;0,001086948;0,033061345;0,00220417;devise_2;17/03/2016
29073;fournisseur_12;A00;TRUE;FALSE;5;Standard;50;55;0,035854198;0,001720272;0,00090579;0,000981273;0,024078925;0,001033363;devise_2;16/03/2016
16566;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;32;32;0,03472196;0,004832844;0,000634053;0,000634053;0,022644757;0,004832844;devise_2;14/01/2015
16567;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;32;32;0,03472196;0,004832844;0,000634053;0,000634053;0,022644757;0,004832844;devise_2;14/01/2015
19551;fournisseur_12;A00;FALSE;FALSE;2;Standard;30;30;0,06793427;0,036868339;0,000528378;0,000679343;0,06793427;0,032173368;devise_2;11/03/2014
23779;fournisseur_12;-;TRUE;FALSE;1;Standard;NA;NA;;;;;0;0,039573243;devise_2;17/07/2015
27972;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,035688136;0,020361484;0,000981273;0,001056755;0,026630234;0,016057487;devise_2;25/01/2016
29890;fournisseur_12;A00;TRUE;FALSE;5;Standard;55;60;0,035688136;0,028484542;0,000981273;0,001056755;0,026630234;0,021344781;devise_2;22/04/2016
15595;fournisseur_12;A00;FALSE;FALSE;5;Speedshop;36;36;0,056626988;0,008430945;0,000920887;0,001056755;0,056626988;0,003735932;devise_2;15/11/2013
23056;fournisseur_12;A00;TRUE;FALSE;10;Standard;40;45;0,031702659;0,00283021;0,000754825;0,000830308;0,024154407;0,002242477;devise_2;07/08/2015
23057;fournisseur_12;A00;TRUE;FALSE;10;Standard;40;45;0,031702659;0,00283021;0,000754825;0,000830308;0,024154407;0,002242477;devise_2;07/08/2015
15101;fournisseur_12;B00;FALSE;FALSE;2;Standard;46;36;0,052837765;0,019882851;0,000769922;0,000769922;0,052837765;0,015187838;devise_2;13/12/2013
16709;fournisseur_12;A00;FALSE;FALSE;3;Speedshop;46;36;0,052837765;0,020412286;0,000769922;0,000769922;0,052837765;0,015717273;devise_2;10/06/2014
