id_reference;fournisseur;rang_appro;indice_client;usine;priorite;type_cycle;date_emission_commande;quantite_commande;cycle_negocie;pourcentage_avancement_outillage;date_prev_livraison_outillage;date_reelle_livraison_outillage;pourcentage_avancement_prog;date_prev_livraison_prog;date_reelle_livraison_prog;pourcentage_avancement_indus;date_prev_livraison_indus;date_reelle_livraison_indus;type_lot;date_prev_fin_usinage;date_reelle_fin_usinage;lieu_TS;date_prev_fin_TS;date_reelle_fin_TS;date_prev_reception_QI_fournisseur;date_reelle_reception_QI_fournisseur;lieu_equipement;date_prev_fin_equipement;date_reelle_fin_equipement;date_expedition;quantite_expediee;date_livraison_contractuelle;date_livraison_previsionnelle_S;date_reception_effective;quantite_receptionnee;ecart_commande;date_livraison_contractuelle_initiale;date_liberation;etat_reference;date_creation_nomenclature_appro;date_reception_matiere_fournisseur;date_liberation_previsionelle;quantite_liberee;;;;;
15175;fournisseur_18;1;B00;usine_2;-;Speedshop;15/05/2014;2;35;1;29/05/2014;29/05/2014;1;29/05/2014;29/05/2014;100,00%;17/06/2014;18/06/2014;Lot3_Released;16/06/2014;16/06/2014;AIRGRUP;24/06/2014;02/07/2014;;;;;;02/07/2014;2;17/06/2014;08/07/2014;08/07/2014;1;1;17/06/2014;16/07/2014;Stock disponible;;26/05/2014;;;;;;;
33313;fournisseur_2;1;-;;-;Speedshop;14/06/2016;5;25;0;;;0;;;0,00%;;;;13/09/2016;;MASA;12/10/2016;;;;;;;29/09/2016;4;05/08/2016;03/10/2016;03/10/2016;4;0;05/08/2016;03/10/2016;Stock disponible;;;;4;;12/10/2016;;;
33313;fournisseur_2;2;-;;-;Standard;14/06/2016;1;25;0;;;0;;;0,00%;;;;13/09/2016;;MASA;12/10/2016;;;;;;;;1;05/08/2016;15/12/2016;15/12/2016;1;;05/08/2016;15/12/2016;Stock disponible;;;;1;;12/10/2016;;;
16106;fournisseur_12;1;A00;usine_2;-;Speedshop;06/05/2014;5;35;;;;;;;;;;Lot3_Released;06/05/2014;16/05/2014;NMF EUROPA;;;;;;;;31/05/2014;;15/05/2014;10/06/2014;02/06/2014;5;0;21/05/2014;04/06/2014;Stock disponible;;15/04/2014;04/06/2014;;;;;;
16107;fournisseur_12;1;A00;usine_2;-;Speedshop;06/05/2014;5;35;;;;;;;;;;Lot3_Released;06/05/2014;16/05/2014;NMF EUROPA;;;;;;;;31/05/2014;;15/05/2014;10/06/2014;02/06/2014;4;1;21/05/2014;03/06/2014;Stock disponible;;15/04/2014;03/06/2014;;;;;;
33781;fournisseur_15;1;A00;usine_2;-;Speedshop;28/06/2016;5;55;0;;;0;;;0,00%;;;Lot3_Released;08/07/2016;;;;;17/06/2016;;;;;29/07/2016;1;15/07/2016;02/08/2016;02/08/2016;1;;15/07/2016;02/08/2016;Stock disponible;;;;1;;;;;
33781;fournisseur_15;2;A00;usine_2;-;Speedshop;28/06/2016;4;55;0;;;0;;;0,00%;;;Lot3_Released;08/07/2016;;;;;17/06/2016;;;;;09/08/2016;1;15/07/2016;09/08/2016;09/08/2016;1;;15/07/2016;09/08/2016;Stock disponible;;;;1;;;;;
33781;fournisseur_15;3;A00;usine_2;-;Standard;28/06/2016;3;55;;;;;;;10000,00%;25/07/2016;15/06/2016;Lot3_Released;08/08/2016;;;19/08/2016;;;;;;;03/11/2016;3;28/10/2016;07/11/2016;07/11/2016;3;;15/07/2016;07/11/2016;Stock disponible;;;;3;;;;;
33782;fournisseur_15;1;A00;usine_2;-;Standard;28/06/2016;5;55;0;;;0;;;0,00%;;;Lot3_Released;;;;;;17/06/2016;;;;;29/07/2016;1;15/07/2016;02/08/2016;02/08/2016;1;;15/07/2016;02/08/2016;Stock disponible;;;;1;;;;;
33782;fournisseur_15;2;-;;-;Standard;;;;0;;;0;;;0,00%;;;;;;;;;;;;;;;;;;;;0;;;Annulée;;;;;;;;;
33782;fournisseur_15;3;A00;usine_2;-;Standard;28/06/2016;4;55;0;;;0;;;0,00%;;;Lot3_Released;;;;;;17/06/2016;;;;;09/08/2016;1;15/07/2016;09/08/2016;09/08/2016;1;;15/07/2016;09/08/2016;Stock disponible;;;;1;;;;;
33782;fournisseur_15;4;A00;usine_2;-;Standard;28/06/2016;3;55;;;;;;;10000,00%;25/07/2016;16/06/2016;Lot3_Released;08/08/2016;;;19/08/2016;;;;;;;18/11/2016;3;28/10/2016;22/11/2016;22/11/2016;3;;15/07/2016;22/11/2016;Stock disponible;;;;3;;;;;
31296;fournisseur_15;1;A00;usine_1;-;Standard;27/05/2016;5;60;0;;;0;;;10000,00%;21/06/2016;21/06/2016;Lot3_Released;24/06/2016;24/06/2016;GEB;07/07/2016;02/07/2016;17/06/2016;;ALMERAS;;;08/07/2016;5;15/07/2016;11/07/2016;11/07/2016;5;;15/07/2016;26/07/2016;Stock disponible;;13/06/2016;22/07/2016;5;;13/07/2016;02/07/2016;;
31536;fournisseur_15;1;A00;usine_1;-;Standard;13/05/2016;5;60;0;;;0;;;10000,00%;20/06/2016;13/06/2016;Lot3_Released;30/06/2016;20/06/2016;GEB;07/07/2016;01/07/2016;17/06/2016;;ALMERAS;;;28/07/2016;5;15/07/2016;02/08/2016;02/08/2016;5;;03/08/2016;02/08/2016;Stock disponible;;;10/08/2016;5;;10/07/2016;;;
19681;fournisseur_12;1;A00;usine_1;-;Speedshop;14/05/2014;6;35;100;09/05/2014;09/05/2014;100;09/05/2014;09/05/2014;10000,00%;09/05/2014;09/05/2014;Lot3_Released;18/05/2014;10/06/2014;NMF EUROPA;23/06/2014;;;;PE;;;23/06/2014;;03/06/2014;25/06/2014;25/06/2014;5;1;03/06/2014;02/07/2014;Stock disponible;;28/05/2014;02/07/2014;;;;;;
19682;fournisseur_12;1;A00;usine_1;-;Speedshop;14/05/2014;6;35;100;09/05/2014;09/05/2014;100;09/05/2014;09/05/2014;10000,00%;09/05/2014;09/05/2014;Lot3_Released;18/05/2014;10/06/2014;NMF EUROPA;20/06/2014;;;;PE;;;23/06/2014;;03/06/2014;25/06/2014;25/06/2014;6;0;03/06/2014;30/06/2014;Stock disponible;;28/05/2014;30/06/2014;;;;;;
31297;fournisseur_15;1;A00;usine_1;-;Speedshop;13/05/2016;1;60;0;;;0;;;10000,00%;17/06/2016;17/06/2016;Lot3_Released;24/06/2016;28/06/2016;GEB;06/07/2016;;17/06/2016;;GAROS;;;28/07/2016;1;15/07/2016;02/08/2016;02/08/2016;1;;03/08/2016;02/08/2016;Stock disponible;;16/06/2016;10/08/2016;1;;11/07/2016;;;
31297;fournisseur_15;2;A00;usine_1;-;Standard;13/05/2016;4;60;0;;;0;;;10000,00%;30/06/2016;17/06/2016;Lot3_Released;14/07/2016;;;27/07/2016;;;;;;;;;28/10/2016;28/10/2016;;;;03/08/2016;;Annulée;;;10/08/2016;;;;;26/07/2016;26/07/2016
31298;fournisseur_15;1;A00;usine_1;-;Speedshop;13/05/2016;5;60;0;;;0;;;10000,00%;17/06/2016;20/06/2016;Lot3_Released;24/06/2016;28/06/2016;GEB;06/07/2016;;17/06/2016;;GAROS;;;29/07/2016;1;15/07/2016;02/08/2016;02/08/2016;1;;03/08/2016;02/08/2016;Stock disponible;;16/06/2016;10/08/2016;1;;11/07/2016;;;
31298;fournisseur_15;2;A00;usine_1;-;Standard;13/05/2016;4;60;0;;;0;;;10000,00%;30/06/2016;20/06/2016;Lot3_Released;14/07/2016;;;27/07/2016;;;;;;;;;30/09/2016;30/09/2016;;;;03/08/2016;;Annulée;;;10/08/2016;;;;;28/07/2016;
36773;fournisseur_15;1;A00;usine_1;-;Standard;15/09/2016;10;60;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;20/12/2016;1;05/12/2016;22/12/2016;22/12/2016;10;;05/12/2016;22/12/2016;Stock disponible;;;;10;;;;;
36773;fournisseur_16;1;A00;usine_1;-;Standard;15/09/2016;1;34;;;;;;;;;;Lot3_Released;;;;;;;;;;;14/10/2016;1;19/10/2016;17/10/2016;17/10/2016;1;;19/10/2016;21/10/2016;Stock disponible;;;;1;;;;23/09/2016;
36773;fournisseur_16;2;A00;usine_1;-;Standard;15/09/2016;4;34;;;;;;;;;;Lot3_Released;;;;;;;;;;;18/10/2016;4;19/10/2016;26/10/2016;26/10/2016;4;;19/10/2016;26/10/2016;Stock disponible;;;;4;;;;23/09/2016;
36774;fournisseur_15;1;A00;usine_1;-;Standard;15/09/2016;7;60;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;16/12/2016;6;05/12/2016;20/12/2016;20/12/2016;6;;05/12/2016;20/12/2016;Stock disponible;;;;6;;;;;
36774;fournisseur_16;1;A00;usine_1;-;Standard;15/09/2016;1;34;;;;;;;;;;Lot3_Released;;;;;;;;;;;14/10/2016;1;19/10/2016;17/10/2016;17/10/2016;1;;19/10/2016;21/10/2016;Stock disponible;;;;1;;;;23/09/2016;
36774;fournisseur_16;2;A00;usine_1;-;Standard;15/09/2016;4;34;;;;;;;;;;Lot3_Released;;;;;;;;;;;18/10/2016;4;19/10/2016;26/10/2016;26/10/2016;4;;19/10/2016;26/10/2016;Stock disponible;;;;4;;;;23/09/2016;
36774;fournisseur_15;2;A00;usine_1;-;Standard;15/09/2016;1;60;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;16/01/2017;1;05/12/2016;19/01/2017;18/01/2017;1;;05/12/2016;18/01/2017;Stock disponible;;;;1;;;;19/12/2016;
19290;fournisseur_17;2;B00;usine_2;-;Speedshop;14/04/2014;5;25;;;;;;;;;;Lot3_Released;;17/06/2014;MASA;25/06/2014;25/06/2014;;;;;;25/06/2014;5;25/06/2014;25/06/2014;27/06/2014;5;0;23/05/2014;28/08/2014;Stock disponible;;;04/07/2014;;;;;;
19290;fournisseur_17;1;B00;usine_2;-;Speedshop;11/07/2014;5;25;;;;;;;;;;Lot2_Bon pour appro, prog et outillage;24/07/2014;23/07/2014;MASA;;;;;;;;;;01/08/2014;04/08/2014;04/08/2014;5;0;01/08/2014;28/08/2014;Stock disponible;;;11/08/2014;;;;;;
24235;fournisseur_2;1;A00;usine_2;-;Standard;25/08/2015;1;45;100;;;100;;;10000,00%;;;;25/09/2015;;MASA;15/10/2015;;;;;;;27/10/2015;1;28/10/2015;28/10/2015;03/11/2015;1;;26/10/2015;03/11/2015;Stock disponible;;;02/11/2015;1;;;;;
32839;fournisseur_2;1;-;;-;Standard;15/06/2016;4;45;0;;;0;;;0,00%;;;;13/09/2016;;MASA;12/10/2016;;;;;;;08/10/2016;4;16/08/2016;27/10/2016;27/10/2016;4;;16/08/2016;27/10/2016;Stock disponible;;;;4;;12/10/2016;;;
32839;fournisseur_2;3;-;;-;;15/06/2016;5;;0;20/06/2016;;0;;01/07/2016;0,00%;01/07/2016;01/07/2016;;13/09/2016;;MASA;12/10/2016;;;;;;;;;16/08/2016;19/09/2016;;;0;16/08/2016;;Annulée;;;;;;12/10/2016;;;
32839;fournisseur_2;4;-;;-;;;;;0;20/06/2016;;0;;01/07/2016;0,00%;01/07/2016;01/07/2016;;13/09/2016;;MASA;12/10/2016;;;;;;;;;;;;;0;;;Annulée;;;;;;12/10/2016;;;
32839;fournisseur_2;2;-;;-;Standard;15/06/2016;1;45;0;;;0;;;0,00%;;;;13/09/2016;;MASA;12/10/2016;;;;;;;08/02/2017;1;15/02/2017;10/02/2017;02/03/2017;1;;16/08/2016;02/03/2017;Stock disponible;;;;1;;12/10/2016;;;
23530;fournisseur_15;1;-;;-;Speedshop;;5;55;0;;;0;;;0,00%;;;;;;;;;;;;;;;;31/12/2020;;;;;15/12/2015;;Annulée;;;22/12/2015;;;;;;
30719;fournisseur_15;1;A00;usine_2;-;Speedshop;17/05/2016;5;65;0;;;0;;;10000,00%;17/06/2016;03/06/2016;Lot3_Released;24/06/2016;24/06/2016;GEB;05/07/2016;02/07/2016;13/06/2016;;CSA;;;19/07/2016;5;08/07/2016;26/07/2016;26/07/2016;5;;10/08/2016;26/07/2016;Stock disponible;;08/03/2016;18/08/2016;5;;06/07/2016;02/07/2016;12/05/2016;12/05/2016
37546;fournisseur_15;1;-;;;Standard;12/10/2016;5;67;0;;;0;;;0,00%;;;;;;;;;;;;;;17/02/2017;4;02/03/2017;20/02/2017;20/02/2017;4;0;06/01/2016;20/02/2017;Stock disponible;;;;4;;;;;
18018;fournisseur_13;1;-;;-;Standard;03/05/2016;5;47;;;;;;;;20/05/2016;20/05/2016;;30/05/2016;30/05/2016;;23/06/2016;;;;;;;;;07/07/2016;;;;0;07/07/2016;;Annulée;;;;;;04/07/2016;;;
35025;fournisseur_13;1;-;;-;Standard;28/06/2016;5;47;0;;;0;;;10000,00%;22/07/2016;13/07/2016;;22/08/2016;29/07/2016;MECAP;15/09/2016;;;;MECAHERS;;;20/09/2016;5;01/09/2016;21/09/2016;21/09/2016;5;0;01/09/2016;21/09/2016;Stock disponible;;;;5;;26/09/2016;;;
35026;fournisseur_13;1;-;;-;Standard;28/06/2016;5;47;0;;;0;;;10000,00%;22/07/2016;13/07/2016;;22/08/2016;;;15/09/2016;;;;MECAHERS;;;08/10/2016;5;01/09/2016;11/10/2016;11/10/2016;5;0;01/09/2016;11/10/2016;Stock disponible;;;;5;;26/09/2016;;;
18252;fournisseur_12;1;-;usine_1;-;Speedshop;14/03/2014;2;55;100;07/02/2014;10/02/2014;100;02/01/2014;10/02/2014;10000,00%;02/01/2014;10/02/2014;Lot3_Released;19/03/2014;19/03/2014;NMF EUROPA;25/03/2014;08/04/2014;;;PE;;;09/04/2014;2;11/04/2014;15/04/2014;11/04/2014;2;0;17/03/2014;23/04/2014;Stock disponible;;05/02/2014;23/04/2014;;;;;;
23771;fournisseur_15;1;-;usine_1;-;Standard;21/07/2015;1;;100;;;100;;;10000,00%;;;;31/08/2015;30/07/2015;STELIA;09/09/2015;;;;;;;25/08/2015;1;09/09/2015;09/09/2015;04/09/2015;1;;09/09/2015;04/09/2015;Stock disponible;;08/07/2015;16/09/2015;1;;;;;
23203;fournisseur_2;1;-;;-;Standard;;;46;0;;;0;;;0,00%;;;;;;;;;;;;;;;;31/12/2020;31/12/2020;;;0;14/12/2015;;Annulée;;;;;;;;;
29039;fournisseur_2;1;-;;-;Standard;14/03/2016;1;45;0;;;0;27/05/2016;27/05/2016;;27/05/2016;;;08/06/2016;;MASA;17/06/2016;;;;;;;;1;24/06/2016;21/06/2016;21/06/2016;1;0;17/05/2016;23/06/2016;Stock disponible;;;;1;25/11/2015;22/06/2016;;;
35928;fournisseur_2;1;-;;-;Speedshop;08/08/2016;1;25;0;;;0;;;0,00%;;;;08/09/2016;;MASA;30/09/2016;;;;;;;15/10/2016;1;19/09/2016;24/10/2016;24/10/2016;1;0;10/10/2016;24/10/2016;Stock disponible;;;;1;;30/09/2016;;;
35928;fournisseur_2;2;A00;usine_1;;Standard;08/08/2016;1;25;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;23/11/2016;1;19/09/2016;24/11/2016;24/11/2016;1;;10/10/2016;24/11/2016;Stock disponible;;;;1;;;;;
35928;fournisseur_2;3;A00;usine_1;;Standard;08/08/2016;1;25;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;23/11/2016;1;19/09/2016;24/11/2016;24/11/2016;1;;10/10/2016;24/11/2016;Stock disponible;;;;1;;;;;
28002;fournisseur_15;1;A00;usine_1;-;Standard;02/02/2016;5;65;0;;;0;;;0,00%;11/03/2016;;Lot3_Released;00/01/1900;;;00/01/1900;;;;MPB;;;;;15/06/2016;22/06/2016;22/06/2016;1;;02/05/2016;22/06/2016;Stock disponible;;;10/05/2016;1;;;;;
28002;fournisseur_15;2;A00;usine_1;-;Standard;02/02/2016;4;65;0;;;0;;;10000,00%;15/03/2016;08/04/2016;Lot3_Released;05/04/2016;02/08/2016;GEB;18/04/2016;23/05/2016;;;;25/04/2016;;06/09/2016;4;26/08/2016;09/09/2016;09/09/2016;4;;02/05/2016;09/09/2016;Stock disponible;;;10/05/2016;4;;;;;
28002;fournisseur_15;1;-;;-;;;;;0;;;0;;;0,00%;;;;;;;;;;;;;;;;;;;;0;;;Annulée;;;;;;;;;
28003;fournisseur_15;1;A00;usine_1;-;Standard;02/02/2016;5;65;0;;;0;;;0,00%;11/03/2016;;Lot3_Released;00/01/1900;;;00/01/1900;;;;MPB;;;;;07/06/2016;20/06/2016;20/06/2016;5;;02/05/2016;20/06/2016;Stock disponible;;;10/05/2016;5;;;;15/03/2016;17/03/2016
28003;fournisseur_15;1;-;;-;;;;;0;;;0;;;0,00%;;;;;;;;;;;;;;;;;;;;0;;;Annulée;;;;;;;;;
15430;fournisseur_10;1;A00;usine_1;-;Speedshop;13/03/2014;10;35;;;;1;30/05/2014;30/05/2014;100,00%;06/06/2014;10/06/2014;Lot3_Released;06/06/2014;13/06/2014;Cyclone;13/06/2014;19/06/2014;;;;;;20/06/2014;10;20/06/2014;25/06/2014;23/06/2014;10;0;30/04/2014;02/07/2014;Stock disponible;;21/05/2014;;;;;;;
17780;fournisseur_16;1;A00;usine_1;-;Speedshop;28/10/2014;12;25;100;03/11/2014;03/11/2014;100;03/11/2014;03/11/2014;10000,00%;03/11/2014;03/11/2014;Lot3_Released;17/11/2014;24/11/2014;SILVERFIELD;23/11/2014;28/11/2014;;;HPC;;;10/12/2014;12;02/12/2014;17/03/2015;17/03/2015;12;0;02/12/2014;17/03/2015;Stock disponible;;06/11/2014;;12;;;;;
29053;fournisseur_15;1;A00;usine_1;-;Standard;11/05/2016;5;65;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;ALMERAS;;;;;;;;;;08/08/2016;;Annulée;;;16/08/2016;;;;;12/05/2016;12/05/2016
35258;fournisseur_15;1;A00;usine_1;P1 FTV5;Speedshop;22/07/2016;5;50;;;;;;;10000,00%;31/08/2016;05/09/2016;Lot3_Released;09/09/2016;16/09/2016;GEB;21/09/2016;;01/09/2016;;USICAP;;;05/10/2016;5;29/09/2016;08/10/2016;08/10/2016;5;;29/09/2016;08/10/2016;Stock disponible;;;06/10/2016;5;;27/09/2016;;;
40866;fournisseur_15;1;-;;;Standard;03/02/2017;10;60;0;;;0;;;0,00%;;;;;;;;;;;;;;;;27/04/2017;31/05/2017;;;0;27/04/2017;;Fabrication;;;;;;;;;
15963;fournisseur_11;1;A00;usine_2;-;Speedshop;02/06/2014;5;28;;;;;;;100,00%;16/04/2014;18/04/2014;Lot3_Released;30/04/2014;29/04/2014;HYDE;14/05/2014;30/05/2014;;;;;;04/06/2014;5;04/06/2014;04/06/2014;06/06/2014;5;0;18/04/2014;11/06/2014;Stock disponible;;01/04/2014;;;;;;;
15964;fournisseur_11;1;A00;usine_2;-;Speedshop;02/06/2014;5;28;;;;;;;100,00%;16/04/2014;18/04/2014;Lot3_Released;30/04/2014;29/04/2014;HYDE;14/05/2014;27/05/2014;;;;;;06/06/2014;5;04/06/2014;04/06/2014;11/06/2014;5;0;18/04/2014;12/06/2014;Stock disponible;;01/04/2014;;;;;;;
15122;fournisseur_9;1;B00;usine_1;-;Speedshop;13/05/2014;6;30;;;;100;07/05/2014;28/04/2014;;07/05/2014;;Lot3_Released;12/05/2014;12/05/2014;;21/05/2014;22/05/2014;;;;;;23/05/2014;6;09/06/2014;26/05/2014;03/06/2014;6;0;26/05/2014;05/06/2014;Stock disponible;;01/05/2014;05/06/2014;;;;;;
15144;fournisseur_9;1;B00;usine_1;-;Speedshop;14/05/2014;6;30;;;;100;15/05/2014;07/05/2014;;15/05/2014;;Lot3_Released;13/05/2014;13/05/2014;;20/05/2014;22/05/2014;;;;;;23/05/2014;6;09/06/2014;26/05/2014;03/06/2014;6;0;27/05/2014;05/06/2014;Stock disponible;;12/05/2014;05/06/2014;;;;;;
15189;fournisseur_12;1;B00;usine_2;-;Speedshop;21/05/2014;6;35;;;;;;;;;;Lot3_Released;;22/05/2014;;;;;;;;;05/06/2014;;20/06/2014;10/06/2014;07/06/2014;4;2;20/06/2014;10/06/2014;Stock disponible;;;10/06/2014;;;;;;
15981;fournisseur_12;1;A00;usine_2;-;Standard;02/05/2014;2;35;100;10/03/2014;11/04/2014;100;10/03/2014;11/04/2014;10000,00%;10/03/2014;11/04/2014;Lot3_Released;08/05/2014;30/04/2014;NMF EUROPA;09/05/2014;;;;PE;;;16/05/2014;2;29/04/2014;16/05/2014;21/05/2014;2;0;05/05/2014;22/05/2014;Stock disponible;;09/04/2014;22/05/2014;;;;;;
15885;fournisseur_10;1;A00;usine_1;-;Speedshop;11/03/2014;5;60;;;;1;11/04/2014;21/04/2014;100,00%;12/05/2014;21/04/2014;Lot3_Released;16/05/2014;22/04/2014;Cyclone;23/05/2014;14/05/2014;;;;;;21/05/2014;5;04/06/2014;23/05/2014;27/05/2014;5;0;04/06/2014;28/05/2014;Stock disponible;;24/03/2014;;;;;;;
15921;fournisseur_10;1;A00;usine_1;-;Speedshop;11/03/2014;5;60;;;;1;11/04/2014;17/04/2014;100,00%;12/05/2014;18/04/2012;Lot3_Released;16/05/2014;21/04/2014;Cyclone;23/05/2014;09/05/2014;;;;;;21/05/2014;5;04/06/2014;23/05/2014;27/05/2014;5;0;04/06/2014;28/05/2014;Stock disponible;;24/03/2014;;;;;;;
15922;fournisseur_10;1;A00;usine_1;-;Speedshop;11/03/2014;5;60;;;;1;11/04/2014;21/04/2014;100,00%;12/05/2014;21/04/2014;Lot3_Released;16/05/2014;21/04/2014;Cyclone;23/05/2014;14/05/2014;;;;;;21/05/2014;5;04/06/2014;23/05/2014;27/05/2014;5;0;04/06/2014;30/05/2014;Stock disponible;;24/03/2014;;;;;;;
15982;fournisseur_12;1;A00;usine_2;-;Standard;02/05/2014;4;35;100;13/03/2014;20/03/2014;100;13/03/2014;20/03/2014;10000,00%;13/03/2014;20/03/2014;Lot3_Released;08/05/2014;30/04/2014;NMF EUROPA;09/05/2014;;;;PE;;;16/05/2014;4;29/04/2014;16/05/2014;21/05/2014;4;0;05/05/2014;22/05/2014;Stock disponible;;09/04/2014;22/05/2014;;;;;;
16439;fournisseur_11;1;A00;usine_2;-;Speedshop;26/06/2014;6;19;;;;;;;100,00%;26/05/2014;19/06/2014;Lot3_Released;26/06/2014;04/07/2014;HYDE;11/07/2014;15/07/2014;;;;;;17/07/2014;6;17/06/2014;18/07/2014;19/07/2014;6;0;17/06/2014;19/07/2014;Stock disponible;;;;;;;;;
31980;fournisseur_15;1;A00;usine_1;-;Standard;20/05/2016;5;60;0;;;0;;;0,00%;09/07/2016;09/07/2016;Lot3_Released;21/07/2016;21/07/2016;;03/08/2016;;14/07/2016;;MEUPE;;;11/08/2016;5;11/08/2016;12/08/2016;12/08/2016;5;;11/08/2016;12/08/2016;Stock disponible;;;19/08/2016;5;;06/08/2016;;;
31981;fournisseur_15;1;A00;usine_1;-;Standard;20/05/2016;5;60;0;;;0;;;0,00%;08/07/2016;05/07/2016;Lot3_Released;22/07/2016;18/07/2016;;04/08/2016;11/08/2016;14/07/2016;;;;;18/08/2016;5;11/08/2016;26/08/2016;26/08/2016;5;;11/08/2016;26/08/2016;Stock disponible;;;19/08/2016;5;;11/08/2016;;;
15947;fournisseur_12;2;A00;usine_1;-;Speedshop;05/05/2014;1;35;100;31/03/2014;28/03/2014;100;31/03/2014;28/03/2014;10000,00%;31/03/2014;28/03/2014;Lot3_Released;;;NMF EUROPA;;;;;PE;;;17/06/2014;;30/04/2014;19/06/2014;19/06/2014;1;0;30/04/2014;27/06/2014;Stock disponible;;01/04/2014;27/06/2014;;;;;;
15947;fournisseur_12;1;A00;usine_1;-;Speedshop;05/05/2014;5;35;100;31/03/2014;28/03/2014;100;31/03/2014;28/03/2014;10000,00%;31/03/2014;28/03/2014;Lot3_Released;27/04/2014;02/05/2014;NMF EUROPA;;;;;PE;;;26/05/2014;4;30/04/2014;21/05/2014;26/05/2014;4;1;30/04/2014;27/05/2014;Stock disponible;;01/04/2014;27/05/2014;;;;;;
25318;fournisseur_15;1;-;usine_1;-;Speedshop;;5;65;0;;;0;;;0,00%;;;;;;;;;;;;;;;;;;;;0;03/03/2016;;Annulée;;;;;;;;;
34500;fournisseur_15;1;-;;P1 DADTT;Speedshop;29/06/2016;5;50;;;;;;;10000,00%;29/07/2016;10/08/2016;;09/08/2016;06/09/2016;GEB;19/08/2016;20/09/2016;17/06/2016;;;;;06/10/2016;5;15/07/2016;11/10/2016;11/10/2016;5;0;15/07/2016;11/10/2016;Stock disponible;;30/06/2016;;5;;25/08/2016;;;
15991;fournisseur_12;1;A00;usine_1;-;Speedshop;02/05/2014;5;35;100;31/03/2014;28/03/2014;100;31/03/2014;28/03/2014;10000,00%;31/03/2014;28/03/2014;Lot3_Released;27/04/2014;06/05/2014;NMF EUROPA;;;;;;;;26/05/2014;1;05/05/2014;22/05/2014;30/05/2014;5;0;05/05/2014;04/06/2014;Stock disponible;;01/04/2014;04/06/2014;;;;;;
26579;fournisseur_15;1;A00;usine_1;-;Standard;;10;60;0;;;0;;;0,00%;;;Lot3_Released;;;;;;;;;;;;;;;;;;19/04/2016;;Annulée;;;26/04/2016;;;;;;
34501;fournisseur_15;1;-;;-;Speedshop;29/06/2016;10;50;0;;;0;;;0,00%;29/07/2016;25/07/2016;;09/08/2016;04/08/2016;;19/08/2016;;17/06/2016;;;;;25/08/2016;2;15/07/2016;27/08/2016;27/08/2016;2;0;15/07/2016;27/08/2016;Stock disponible;;;;2;;25/08/2016;;;
34501;fournisseur_15;2;-;;-;Speedshop;29/06/2016;8;50;0;;;0;;;0,00%;29/07/2016;25/07/2016;;09/08/2016;04/08/2016;;19/08/2016;;17/06/2016;;;;;29/08/2016;8;15/07/2016;31/08/2016;31/08/2016;8;;15/07/2016;31/08/2016;Stock disponible;;;;8;;25/08/2016;;;
29054;fournisseur_15;1;A00;usine_1;-;Standard;06/04/2016;5;60;0;;;0;;;10000,00%;05/06/2016;25/05/2016;Lot3_Released;20/06/2016;24/06/2016;GEB;30/06/2016;02/07/2016;13/06/2016;;MEUPE;;;05/08/2016;5;11/07/2016;09/08/2016;09/08/2016;5;;29/06/2016;09/08/2016;Stock disponible;;09/05/2016;06/07/2016;5;;03/07/2016;02/07/2016;;
16079;fournisseur_11;1;A00;usine_2;-;Speedshop;03/06/2014;5;22;;;;;;;100,00%;28/04/2014;25/04/2014;Lot3_Released;05/05/2014;10/06/2014;HYDE;19/05/2014;;;;;;;27/06/2014;5;06/05/2014;27/06/2014;01/07/2014;5;0;06/05/2014;03/07/2014;Stock disponible;;;;;;;;;
28548;fournisseur_15;1;-;;;Standard;29/11/2016;10;60;0;;;0;;;0,00%;;;;;;;;;;;;;;26/01/2017;10;15/02/2017;30/01/2017;31/01/2017;10;0;15/02/2017;08/02/2017;Stock disponible;;;;10;;;;;
30438;fournisseur_15;1;A00;usine_1;-;Standard;28/04/2016;10;60;0;;;0;;;0,00%;23/06/2016;23/06/2016;Lot3_Released;05/07/2016;05/07/2016;;18/07/2016;18/07/2016;01/07/2016;;FIGEAC AERO;;;01/08/2016;9;29/07/2016;04/08/2016;04/08/2016;9;;26/07/2016;04/08/2016;Stock disponible;;;02/08/2016;9;;21/07/2016;;;
30438;fournisseur_15;2;A00;usine_1;-;Standard;28/04/2016;1;60;0;;;0;;;0,00%;;;Lot3_Released;;;;;;01/07/2016;;;;;12/08/2016;1;19/08/2016;17/08/2016;17/08/2016;1;;26/07/2016;17/08/2016;Stock disponible;;;02/08/2016;1;;;;;
35805;fournisseur_15;1;A00;usine_1;P1 FTV5;Speedshop;27/07/2016;5;70;;;;;;;0,00%;14/09/2016;;Lot3_Released;06/10/2016;;à définir;19/10/2016;;05/10/2016;;;26/10/2016;;18/10/2016;1;02/11/2016;19/10/2016;19/10/2016;1;;02/11/2016;19/10/2016;Stock disponible;;;;1;;02/11/2016;;;
