id_reference	type_reference	designation	programme	code_filiere	coeff_avion	longueur_piece_brut_mm	largeur_piece_brut_mm	epaisseur_brut_mm	debit_mm2	magasin	date_reception_OMP	date_besoin_client	date_transmission_proc	livrable	constituant	famille_code_filiere	norm_mat_inge	norm_mat_fab	indice_manufacturing	codes_protections	avion_impacte_pp	complexite_piece_pp	priorite_pp	indice_client_pp	classe_piece_ref_pp	procedes_speciaux_ind	cms_mat_pp	fournisseur_cmde	rang_appro	indice_client	usine	priorite	type_cycle	date_emission_commande	quantite_commande	cycle_negocie	date_prev_livraison_outillage	date_reelle_livraison_outillage	date_prev_livraison_prog	date_reelle_livraison_prog	date_prev_livraison_indus	date_reelle_livraison_indus	type_lot	date_prev_fin_usinage	date_reelle_fin_usinage	lieu_TS	date_prev_fin_TS	date_reelle_fin_TS	date_prev_reception_QI_fournisseur	date_reelle_reception_QI_fournisseur	lieu_equipement	date_prev_fin_equipement	date_reelle_fin_equipement	date_expedition	quantite_expediee	date_livraison_contractuelle	date_livraison_previsionnelle_S	date_reception_effective	quantite_receptionnee	ecart_commande	date_livraison_contractuelle_initiale	date_liberation	etat_reference	date_creation_nomenclature_appro	date_reception_matiere_fournisseur	date_liberation_previsionelle	quantite_liberee	fournisseur_achat	indice_client	autonomie_matiere	autonomie_quincaillerie	quantite_FAI	type_cycle_achat	cycle_fil_rouge_1ere_commande	cycle_fil_rouge_recommande	NRC_fil_rouge_total	RC_fil_rouge	cycle_standard_1ere_commande	cycle_standard_recommande	NRC_standard_total	RC_standard	devise	date_affectation
15279	PE	DOUBLER  AFT LATERAL PANEL  OWEED	programme_2	code_filiere_61	1	NA	NA	5.994400024	NA	magasin_14	17/10/2014	20/10/2014	22/10/2014	FALSE	FALSE	famille_code_filiere_4	BAMS516-024	BAMS516-024	A.7	NA	NA	NA	NA	B	2	-	B0BAMS516024P2-01	fournisseur_17	1	B00	usine_2	NA	Speedshop	19/11/2014	3	25	NA	NA	NA	NA	NA	NA	Lot3_Released	01/12/2014	NA	MASA	04/12/2014	NA	NA	NA	NA	NA	NA	19/12/2014	3	27/11/2014	23/12/2014	23/12/2014	3	0	27/11/2014	04/02/2015	Stock disponible	NA	NA	30/12/2014	3	fournisseur_17	B00	FALSE	FALSE	3	Speedshop	25	20	0.015285211	0.037662004	50	40	0.015285211	0.027045388	devise_2	23/10/2014
15283	PE	DOUBLER, STGR 7	programme_2	code_filiere_14	1	NA	NA	38.09999847	NA	magasin_14	20/02/2014	27/05/2014	29/10/2014	FALSE	FALSE	famille_code_filiere_4	BAMS516-003	BAMS516-003	B.3	NA	P2_MSN1	Medium	P1	B	2	-	B0BAMS516003K4-02	fournisseur_9	1	B00	usine_1	NA	Speedshop	20/03/2014	5	25	NA	NA	14/03/2014	01/04/2014	14/03/2014	01/04/2014	Lot3_Released	07/05/2014	06/05/2014	HCL	16/05/2014	NA	NA	NA	NA	NA	NA	15/05/2014	5	09/06/2014	09/06/2014	21/05/2014	5	0	08/04/2014	21/05/2014	Stock disponible	NA	18/03/2014	21/05/2014	NA	fournisseur_9	A00	FALSE	FALSE	5	Speedshop	25	25	0.015883032	0.011965218	50	50	0.010588688	0.007976842	devise_2	04/03/2014
15289	PE	PLATE, SERRATED, OWEED	programme_2	code_filiere_24	1	NA	NA	3.174999952	NA	magasin_14	16/09/2014	26/09/2014	30/10/2014	TRUE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	B.3	NA	P2_MSN1	Low	P2	B	2	-	B0QQA25012I0-09	fournisseur_22	1	B00	usine_1	NA	Speedshop	06/10/2014	2	30	16/10/2014	16/10/2014	17/10/2014	20/10/2014	13/11/2014	10/11/2014	Lot3_Released	20/11/2014	28/11/2014	AMF	29/01/2015	26/01/2015	NA	NA	NA	NA	NA	29/01/2015	2	23/01/2015	31/01/2015	30/01/2015	2	0	23/01/2015	02/02/2015	Stock disponible	NA	20/11/2014	08/12/2014	2	fournisseur_22	A00	FALSE	FALSE	5	Speedshop	30	15	0.026901971	0.003067308	60	30	0.013450985	0.001943977	devise_2	03/10/2014
15292	PE	INTERCOSTAL, AFT LATERAL PANEL, OWEED	programme_2	code_filiere_14	1	NA	NA	76.19999695	NA	magasin_14	23/04/2014	30/06/2014	02/05/2014	FALSE	FALSE	famille_code_filiere_4	BAMS516-003	BAMS516-003	C.3	NA	NA	NA	P1	B	2	-	B0BAMS516003K6-01	fournisseur_12	1	B00	usine_1	NA	Speedshop	22/05/2014	6	35	04/06/2014	04/06/2014	04/06/2014	04/06/2014	04/06/2014	04/06/2014	Lot3_Released	13/06/2014	11/06/2014	NMF EUROPA	20/06/2014	NA	NA	NA	PE	NA	NA	26/06/2014	1	26/06/2014	26/06/2014	26/06/2014	6	0	26/06/2014	01/07/2014	Stock disponible	NA	26/05/2014	01/07/2014	NA	fournisseur_12	A00	FALSE	FALSE	6	Speedshop	35	35	0.056626988	0.008889134	70	70	0.056626988	0.004194111	devise_2	06/05/2014
15293	PE	FRAME FS379 38 58, FWD LWR PANEL, LAT	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	14/11/2014	14/11/2014	14/11/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	A.5	NA	P2_MSN2	High	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	1	B00	usine_2	NA	Speedshop	08/12/2014	1	55	NA	NA	NA	NA	21/11/2014	21/11/2014	Lot3_Released	28/11/2014	NA	AEROLIA	04/12/2014	NA	NA	NA	NA	NA	NA	08/12/2014	1	09/12/2014	09/12/2014	09/12/2014	1	0	05/12/2014	10/12/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	B00	FALSE	FALSE	1	Speedshop	55	55	NA	NA	110	110	NA	NA	devise_2	17/11/2014
15294	PE	FRAME FS379 58, FWD LOWER PANEL	programme_2	code_filiere_2	1	NA	NA	1.422399998	NA	magasin_14	14/11/2014	14/11/2014	14/11/2014	FALSE	FALSE	famille_code_filiere_1	AMS-QQ-A-250/4	AMS-QQ-A-250/4	A.5	NA	P2_MSN2	High	P0	B	2	-	B0QQA2504A0-02	fournisseur_11	1	B00	usine_2	NA	Speedshop	08/12/2014	1	55	NA	NA	NA	NA	21/11/2014	21/11/2014	Lot3_Released	28/11/2014	NA	AEROLIA	04/12/2014	NA	NA	NA	NA	NA	NA	08/12/2014	1	09/12/2014	09/12/2014	09/12/2014	1	0	05/12/2014	10/12/2014	Stock disponible	NA	NA	NA	NA	fournisseur_11	B00	FALSE	FALSE	1	Speedshop	55	55	NA	NA	110	110	NA	NA	devise_2	17/11/2014
15299	PE	BRACKET  HYDRAULIC	programme_2	code_filiere_14	1	NA	NA	50.79999924	NA	magasin_14	10/10/2014	31/10/2014	21/10/2014	TRUE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12<ca>	AMS-QQ-A-250/12<ca>	B.3	NA	P2_MSN1	NA	P1	B	3	-	B0QQA25012I5-01	fournisseur_22	2	B00	usine_1	NA	Speedshop	03/11/2014	1	30	31/10/2014	05/11/2014	05/11/2014	06/11/2014	18/11/2014	02/12/2014	Lot3_Released	18/11/2014	02/12/2014	AMF	12/12/2014	08/01/2015	NA	NA	NA	NA	NA	07/01/2015	1	11/12/2014	13/01/2015	12/01/2015	1	0	11/12/2014	06/02/2015	Stock disponible	NA	17/11/2014	19/01/2015	1	fournisseur_22	A00	FALSE	FALSE	2	Speedshop	30	15	0.019625456	0.006565772	60	30	0.009812728	0.003452118	devise_2	30/10/2014
15342	PE	POST, VERTICAL	programme_2	code_filiere_14	1	NA	NA	50.79999924	NA	magasin_13	05/10/2013	21/01/2014	12/03/2014	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	F.2	NA	P2_MSN1	Medium	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	1	A00	usine_1	NA	Speedshop	16/12/2013	5	36	18/11/2013	19/11/2013	20/11/2013	22/11/2013	22/11/2013	22/11/2013	Lot3_Released	14/01/2014	07/02/2014	Kilgour	20/02/2014	26/02/2014	NA	NA	PE	NA	NA	10/03/2014	4	05/02/2014	07/03/2014	13/03/2014	4	1	06/01/2014	10/04/2014	Stock disponible	NA	05/12/2013	10/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	36	36	0.056626988	0.008430945	72	72	0.056626988	0.003735932	devise_2	13/11/2013
15342	PE	POST, VERTICAL	programme_2	code_filiere_14	1	NA	NA	50.79999924	NA	magasin_13	05/10/2013	21/01/2014	12/03/2014	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	F.2	NA	P2_MSN1	Medium	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	2	A00	usine_1	NA	Speedshop	16/12/2013	4	36	18/11/2013	19/11/2013	20/11/2013	22/11/2013	22/11/2013	22/11/2013	Lot3_Released	14/01/2014	07/02/2014	Kilgour	20/02/2014	14/03/2014	NA	NA	PE	NA	NA	14/03/2014	1	05/02/2014	07/03/2014	19/03/2014	1	3	06/01/2014	10/04/2014	Stock disponible	NA	05/12/2013	10/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	36	36	0.056626988	0.008430945	72	72	0.056626988	0.003735932	devise_2	13/11/2013
15343	PE	POST, VERTICAL FS417 DROIT	programme_2	code_filiere_14	1	NA	NA	50.79999924	NA	magasin_13	05/10/2013	21/01/2014	08/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	E.2	NA	P2_Test2	Medium	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	1	A00	usine_1	NA	Standard	16/12/2013	5	61	10/12/2013	09/12/2013	12/12/2013	11/12/2013	12/12/2013	11/12/2013	Lot3_Released	27/12/2013	17/12/2013	Kilgour	20/02/2014	22/01/2014	NA	NA	PE	NA	NA	07/03/2014	2	26/02/2014	10/03/2014	10/03/2014	2	3	10/02/2014	01/04/2014	Stock disponible	NA	05/12/2013	01/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	36	36	0.056626988	0.008430945	72	72	0.056626988	0.003735932	devise_2	13/11/2013
15344	PE	POST, VERTICAL FS473 DROIT	programme_2	code_filiere_14	1	NA	NA	50.79999924	NA	magasin_13	05/10/2013	21/01/2014	12/03/2014	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	F.2	NA	P2_MSN1	Medium	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	2	A00	usine_1	NA	Speedshop	16/12/2013	2	36	20/12/2013	20/12/2013	20/12/2013	20/12/2013	20/12/2013	20/12/2013	Lot3_Released	09/01/2014	08/01/2014	Kilgour	14/02/2014	10/03/2014	NA	NA	PE	NA	NA	18/03/2014	2	27/01/2014	18/03/2014	21/03/2014	2	0	02/01/2014	28/03/2014	Stock disponible	NA	05/12/2013	28/03/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	36	36	0.056626988	0.008430945	72	72	0.056626988	0.003735932	devise_2	08/11/2013
15345	PE	POST, VERTICAL FS833 Gauche	programme_2	code_filiere_14	1	NA	NA	50.79999924	NA	magasin_13	05/10/2013	21/01/2014	08/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	D.2	NA	P2_MSN1	Medium	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	1	A00	usine_1	NA	Speedshop	16/12/2013	5	36	10/12/2013	09/12/2013	12/12/2013	12/12/2013	12/12/2013	12/12/2013	Lot3_Released	10/01/2014	09/01/2014	Kilgour	14/02/2014	26/02/2014	NA	NA	PE	NA	NA	07/03/2014	4	26/02/2014	10/03/2014	10/03/2014	4	1	06/01/2014	09/04/2014	Stock disponible	NA	05/12/2013	09/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	36	36	0.056626988	0.008430945	72	72	0.056626988	0.003735932	devise_2	13/11/2013
15345	PE	POST, VERTICAL FS833 Gauche	programme_2	code_filiere_14	1	NA	NA	50.79999924	NA	magasin_13	05/10/2013	21/01/2014	08/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	D.2	NA	P2_MSN1	Medium	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	2	A00	usine_1	NA	Speedshop	16/12/2013	1	36	10/12/2013	09/12/2013	12/12/2013	12/12/2013	12/12/2013	12/12/2013	Lot3_Released	10/01/2014	09/01/2014	Kilgour	14/02/2014	17/03/2014	NA	NA	PE	NA	NA	18/03/2014	1	26/02/2014	28/03/2014	21/03/2014	1	0	06/01/2014	09/04/2014	Stock disponible	NA	05/12/2013	09/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	36	36	0.056626988	0.008430945	72	72	0.056626988	0.003735932	devise_2	13/11/2013
15346	PE	POST, VERTICAL FS813 DROIT	programme_2	code_filiere_14	1	NA	NA	50.79999924	NA	magasin_13	05/10/2013	21/01/2014	12/03/2014	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	F.2	NA	P2_MSN1	Medium	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	1	A00	usine_1	NA	Speedshop	16/12/2013	5	36	10/12/2013	09/12/2013	12/12/2013	12/12/2013	12/12/2013	12/12/2013	Lot3_Released	13/01/2014	10/01/2014	Kilgour	20/02/2014	10/04/2014	NA	NA	PE	NA	NA	15/04/2014	5	09/04/2014	16/04/2014	18/04/2014	5	0	06/01/2014	22/04/2014	Stock disponible	NA	05/12/2013	22/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	36	36	0.056626988	0.008430945	72	72	0.056626988	0.003735932	devise_2	13/11/2013
15350	PE	TENSION FITTING FS 833/849 avant	programme_2	code_filiere_24	6	NA	NA	38.09999847	NA	magasin_13	06/11/2013	20/01/2014	07/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	C.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Speedshop	16/12/2013	5	36	04/12/2013	04/12/2013	06/12/2013	06/12/2013	06/12/2013	06/12/2013	Lot3_Released	15/01/2014	17/01/2014	Kilgour	10/02/2014	19/02/2014	NA	NA	PE	NA	NA	07/03/2014	2	28/02/2014	10/03/2014	10/03/2014	2	3	02/01/2014	31/03/2014	Stock disponible	NA	05/12/2013	31/03/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	36	36	0.029166447	0.007213412	72	72	0.029166447	0.002518399	devise_2	08/11/2013
15351	PE	TENSION FITTING FS833/849 avant	programme_2	code_filiere_24	1	NA	NA	38.09999847	NA	magasin_13	06/11/2013	21/01/2014	28/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	B.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Standard	13/02/2014	5	61	17/12/2013	18/12/2013	20/12/2013	19/12/2013	20/12/2013	23/12/2013	Lot3_Released	13/03/2014	30/04/2014	NMF EUROPA	14/05/2014	NA	NA	NA	PE	NA	NA	16/05/2014	5	26/02/2014	16/05/2014	21/05/2014	5	0	26/02/2014	21/05/2014	Stock disponible	NA	19/12/2013	21/05/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Standard	35	35	0.029166447	0.007238472	70	70	0.029166447	0.002543459	devise_2	29/11/2013
15353	PE	TENSION FITTING FS 833/849	programme_2	code_filiere_24	8	NA	NA	38.09999847	NA	magasin_13	07/11/2013	20/01/2014	28/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	C.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Speedshop	13/02/2014	5	35	17/12/2013	18/12/2013	20/12/2013	19/12/2013	20/12/2013	23/12/2013	Lot3_Released	24/03/2014	05/02/2014	Kilgour	28/02/2014	26/02/2014	NA	NA	PE	NA	NA	11/03/2014	5	27/01/2014	07/03/2014	14/03/2014	5	0	21/01/2014	31/03/2014	Stock disponible	NA	19/12/2013	31/03/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	35	35	0.050784641	0.007250096	70	70	0.050784641	0.002555083	devise_2	29/11/2013
15354	PE	TENSION FITTING FS833/849 avant	programme_2	code_filiere_24	1	NA	NA	38.09999847	NA	magasin_13	07/11/2013	20/01/2014	28/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	B.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	2	A00	usine_1	NA	Standard	13/02/2014	1	61	17/12/2013	18/12/2013	20/12/2013	19/12/2013	20/12/2013	23/12/2013	Lot3_Released	24/03/2014	05/02/2014	Kilgour	28/02/2014	26/02/2014	NA	NA	PE	NA	NA	18/03/2014	1	26/02/2014	07/03/2014	25/03/2014	1	0	26/02/2014	31/03/2014	Stock disponible	NA	19/12/2013	31/03/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Standard	35	35	0.029166447	0.007238472	70	70	0.029166447	0.002543459	devise_2	29/11/2013
15355	PE	TENSION FITTING FS813 DROIT	programme_2	code_filiere_24	4	127	NA	38.09999847	NA	magasin_13	07/11/2013	20/01/2014	28/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	C.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Speedshop	13/02/2014	5	35	17/12/2013	18/12/2013	20/12/2013	19/12/2013	20/12/2013	23/12/2013	Lot3_Released	12/03/2014	05/02/2014	Kilgour	28/02/2014	12/03/2014	NA	NA	PE	NA	NA	20/03/2014	5	31/01/2014	21/03/2014	03/04/2014	5	0	21/01/2014	21/05/2014	Stock disponible	NA	19/12/2013	21/05/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	35	35	0.050784641	0.007250096	70	70	0.050784641	0.002555083	devise_2	29/11/2013
15356	PE	FITTING, TENSION FS329/400 droit	programme_2	code_filiere_24	3	NA	NA	38.09999847	NA	magasin_13	07/11/2013	04/02/2014	28/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	B.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Speedshop	13/02/2014	5	35	17/12/2013	17/12/2013	20/12/2013	20/12/2013	20/12/2013	23/12/2013	Lot3_Released	05/02/2014	05/02/2014	Kilgour	28/02/2014	01/04/2014	NA	NA	PE	NA	NA	10/04/2014	5	31/01/2014	04/04/2014	17/04/2014	5	0	21/01/2014	18/04/2014	Stock disponible	NA	19/12/2013	18/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	35	35	0.050784641	0.007250096	70	70	0.050784641	0.002555083	devise_2	29/11/2013
15357	PE	FITTING, TENSION FS329/400 gauche	programme_2	code_filiere_24	3	NA	NA	38.09999847	NA	magasin_13	07/11/2013	04/02/2014	28/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	B.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Standard	13/02/2014	5	61	17/12/2013	17/12/2013	20/12/2013	20/12/2013	20/12/2013	23/12/2013	Lot3_Released	05/02/2014	05/02/2014	Kilgour	28/02/2014	01/04/2014	NA	NA	PE	NA	NA	02/04/2014	5	26/02/2014	04/04/2014	08/04/2014	5	0	26/02/2014	08/04/2014	Stock disponible	NA	19/12/2013	08/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Standard	35	35	0.050784641	0.007250096	70	70	0.050784641	0.002555083	devise_2	29/11/2013
15358	PE	FITTING, TENSION FS417/453 droit	programme_2	code_filiere_24	2	NA	NA	38.09999847	NA	magasin_13	07/11/2013	04/02/2014	28/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	B.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Standard	13/02/2014	5	61	17/12/2013	17/12/2013	20/12/2013	20/12/2013	20/12/2013	23/12/2013	Lot3_Released	12/03/2014	05/02/2014	Kilgour	28/02/2014	01/04/2014	NA	NA	PE	NA	NA	03/04/2014	5	26/02/2014	04/04/2014	09/04/2014	5	0	26/02/2014	10/04/2014	Stock disponible	NA	19/12/2013	10/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Standard	35	35	0.050784641	0.007250096	70	70	0.050784641	0.002555083	devise_2	29/11/2013
15359	PE	FITTING, TENSION FS417/453 gauche	programme_2	code_filiere_24	2	NA	NA	38.09999847	NA	magasin_13	07/11/2013	04/02/2014	28/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	B.2	NA	P2_MSN1	Medium	P1	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Standard	13/02/2014	5	61	17/12/2013	17/12/2013	20/12/2013	20/12/2013	20/12/2013	23/12/2013	Lot3_Released	12/03/2014	05/02/2014	Kilgour	28/02/2014	11/03/2014	NA	NA	PE	NA	NA	12/03/2014	5	26/02/2014	14/03/2014	03/04/2014	5	0	26/02/2014	05/04/2014	Stock disponible	NA	19/12/2013	05/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Standard	35	35	0.050784641	0.007250096	70	70	0.050784641	0.002555083	devise_2	29/11/2013
15360	PE	SPLICE	programme_2	code_filiere_24	8	NA	NA	4.826000214	NA	magasin_13	07/11/2013	17/12/2013	19/02/2014	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	C.2	NA	P2_MSN1	Low	P0	A	2	-	B0QQA25012I1-03	fournisseur_9	1	A00	usine_2	NA	Speedshop	06/03/2014	22	20	NA	NA	17/03/2014	10/03/2014	17/03/2014	10/03/2014	Lot3_Released	21/03/2014	21/03/2014	HCL	25/03/2014	26/03/2014	NA	NA	NA	NA	NA	31/03/2014	22	26/03/2014	31/03/2014	15/04/2014	22	0	26/03/2014	05/05/2014	Stock disponible	NA	06/03/2014	05/05/2014	NA	fournisseur_9	A00	FALSE	FALSE	22	Speedshop	20	20	0.019429201	0.005803851	40	40	NA	0.003869234	devise_2	26/02/2014
15361	PE	SPLICE	programme_2	code_filiere_24	2	NA	NA	38.09999847	NA	magasin_13	07/11/2013	17/12/2013	19/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	C.2	NA	P2_MSN1	Medium	P0	A	2	-	B0QQA25012I4-03	fournisseur_12	2	A00	usine_1	NA	Speedshop	11/02/2014	2	35	NA	NA	NA	NA	NA	NA	Lot3_Released	NA	28/02/2014	NA	NA	NA	NA	NA	PE	NA	NA	18/03/2014	3	24/02/2014	09/04/2014	09/04/2014	2	0	04/02/2014	15/04/2014	Stock disponible	NA	05/02/2014	15/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	35	35	0.050784641	0.007419177	70	70	0.050784641	0.002724164	devise_2	13/12/2013
15361	PE	SPLICE	programme_2	code_filiere_24	2	NA	NA	38.09999847	NA	magasin_13	07/11/2013	17/12/2013	19/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	C.2	NA	P2_MSN1	Medium	P0	A	2	-	B0QQA25012I4-03	fournisseur_12	1	A00	usine_1	NA	Speedshop	11/02/2014	5	35	10/01/2014	10/02/2014	10/01/2014	10/02/2014	10/01/2014	10/02/2014	Lot3_Released	21/02/2014	28/02/2014	Kilgour	12/03/2014	13/03/2014	NA	NA	PE	NA	NA	18/03/2014	3	24/02/2014	21/03/2014	25/03/2014	3	2	04/02/2014	15/04/2014	Stock disponible	NA	05/02/2014	15/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	35	35	0.050784641	0.007419177	70	70	0.050784641	0.002724164	devise_2	13/12/2013
15362	PE	ANGLE	programme_2	code_filiere_16	1	NA	NA	50.79999924	NA	magasin_13	23/11/2013	16/01/2014	27/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	A.6	NA	P2_MSN1	Low	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	1	A00	usine_1	NA	Speedshop	13/03/2014	5	35	10/01/2014	12/02/2014	10/01/2014	12/02/2014	10/01/2014	12/02/2014	Lot3_Released	21/02/2014	19/02/2014	GEB	12/03/2014	08/03/2014	NA	NA	PE	NA	NA	17/03/2014	5	14/03/2014	21/03/2014	03/04/2014	5	0	04/02/2014	04/04/2014	Stock disponible	NA	05/02/2014	04/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	5	Speedshop	35	35	0.060114281	0.007692273	70	70	0.060114281	0.00299726	devise_2	13/12/2013
15363	PE	ANGLE	programme_2	code_filiere_16	2	NA	NA	50.79999924	NA	magasin_13	23/11/2013	16/01/2014	27/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	A.4	NA	P2_MSN1	Low	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	1	A00	usine_1	NA	Speedshop	13/03/2014	10	35	10/01/2014	12/02/2014	10/01/2014	12/02/2014	10/01/2014	12/02/2014	Lot3_Released	21/02/2014	19/02/2014	GEB	12/03/2014	08/03/2014	NA	NA	PE	NA	NA	21/03/2014	5	14/03/2014	21/03/2014	03/04/2014	5	5	04/02/2014	04/04/2014	Stock disponible	NA	05/02/2014	04/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	10	Speedshop	35	35	0.060114281	0.0077281	70	70	0.060114281	0.003033039	devise_2	13/12/2013
15364	PE	ANGLE	programme_2	code_filiere_16	2	NA	NA	50.79999924	NA	magasin_13	23/11/2013	16/01/2014	27/11/2013	FALSE	FALSE	famille_code_filiere_4	AMS-QQ-A-250/12	AMS-QQ-A-250/12	A.4	NA	P2_MSN1	Low	P0	A	2	-	B0QQA25012I5-01	fournisseur_12	1	A00	usine_1	NA	Speedshop	13/03/2014	10	35	10/01/2014	12/02/2014	10/01/2014	12/02/2014	10/01/2014	12/02/2014	Lot3_Released	21/02/2014	19/02/2014	GEB	12/03/2014	08/03/2014	NA	NA	PE	NA	NA	19/03/2014	4	14/03/2014	21/03/2014	24/03/2014	4	6	04/02/2014	03/04/2014	Stock disponible	NA	05/02/2014	03/04/2014	NA	fournisseur_12	A00	FALSE	FALSE	10	Speedshop	35	35	0.060114281	0.007873203	70	70	0.060114281	0.003178116	devise_2	13/12/2013
